entity_id,entity_name,field,stored_value,stored_provenance,rater_found_value,classification,auto_apply,outcome,reason,yaml_path,source_url,entity_type,abbreviation
lok_adalat_generic,Lok Adalat,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/lok_adalat_generic.yaml,https://nalsa.gov.in/,ADRBody,
mcia,Mumbai Centre for International Arbitration,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/mcia.yaml,,ArbitralInstitution,MCIA
merc,Maharashtra Electricity Regulatory Commission,avg_disposal_days,730,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/merc.yaml,https://merc.gov.in/,RegulatoryBodyQJ,MERC
merc,Maharashtra Electricity Regulatory Commission,disposal_rate,0.871,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/merc.yaml,https://merc.gov.in/,RegulatoryBodyQJ,MERC
merc,Maharashtra Electricity Regulatory Commission,disposed_last_year,540,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/merc.yaml,https://merc.gov.in/,RegulatoryBodyQJ,MERC
merc,Maharashtra Electricity Regulatory Commission,filed_last_year,620,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/merc.yaml,https://merc.gov.in/,RegulatoryBodyQJ,MERC
merc,Maharashtra Electricity Regulatory Commission,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/merc.yaml,https://merc.gov.in/,RegulatoryBodyQJ,MERC
merc,Maharashtra Electricity Regulatory Commission,pending_cases,1450,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/merc.yaml,https://merc.gov.in/,RegulatoryBodyQJ,MERC
mh_cdrc_mumbai,Mumbai District Consumer Disputes Redressal Commission,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_cdrc_mumbai.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
mh_cdrc_mumbai,Mumbai District Consumer Disputes Redressal Commission,pending_cases,22000,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_cdrc_mumbai.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
mh_cdrc_nagpur,Nagpur District Consumer Disputes Redressal Commission,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_cdrc_nagpur.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
mh_cdrc_nagpur,Nagpur District Consumer Disputes Redressal Commission,pending_cases,9500,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_cdrc_nagpur.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
mh_cdrc_pune,Pune District Consumer Disputes Redressal Commission,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_cdrc_pune.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
mh_cdrc_pune,Pune District Consumer Disputes Redressal Commission,pending_cases,14000,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_cdrc_pune.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
mh_rera,Maharashtra Real Estate Regulatory Authority (MahaRERA),avg_disposal_days,365,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_rera.yaml,https://maharera.maharashtra.gov.in/,RegulatoryBodyQJ,
mh_rera,Maharashtra Real Estate Regulatory Authority (MahaRERA),disposal_rate,0.8571,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_rera.yaml,https://maharera.maharashtra.gov.in/,RegulatoryBodyQJ,
mh_rera,Maharashtra Real Estate Regulatory Authority (MahaRERA),disposed_last_year,24000,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_rera.yaml,https://maharera.maharashtra.gov.in/,RegulatoryBodyQJ,
mh_rera,Maharashtra Real Estate Regulatory Authority (MahaRERA),filed_last_year,28000,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_rera.yaml,https://maharera.maharashtra.gov.in/,RegulatoryBodyQJ,
mh_rera,Maharashtra Real Estate Regulatory Authority (MahaRERA),njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_rera.yaml,https://maharera.maharashtra.gov.in/,RegulatoryBodyQJ,
mh_rera,Maharashtra Real Estate Regulatory Authority (MahaRERA),pending_cases,42000,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_rera.yaml,https://maharera.maharashtra.gov.in/,RegulatoryBodyQJ,
mh_slsa,Maharashtra State Legal Services Authority,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_slsa.yaml,,ADRBody,
mh_state_cdrc,Maharashtra State Consumer Disputes Redressal Commission,avg_disposal_days,730,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_state_cdrc.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
mh_state_cdrc,Maharashtra State Consumer Disputes Redressal Commission,disposal_rate,0.8471,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_state_cdrc.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
mh_state_cdrc,Maharashtra State Consumer Disputes Redressal Commission,disposed_last_year,7200,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_state_cdrc.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
mh_state_cdrc,Maharashtra State Consumer Disputes Redressal Commission,filed_last_year,8500,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_state_cdrc.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
mh_state_cdrc,Maharashtra State Consumer Disputes Redressal Commission,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_state_cdrc.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
mh_state_cdrc,Maharashtra State Consumer Disputes Redressal Commission,pending_cases,32000,contaminated (homepage / 42-ladder / round-thousand),85469,stored contaminated → corrected_false (null); replacement is single-rater → suggested/,Y,disagree_period,one rater replaces from a later-period primary; the other keeps the stored snapshot as UNSOURCED (period_mismatch),/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/mh/mh_state_cdrc.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
nalsa,National Legal Services Authority,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/nalsa.yaml,,ADRBody,NALSA
nclat,National Company Law Appellate Tribunal,avg_disposal_days,547,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/nclat.yaml,,CentralTribunal,NCLAT
nclat,National Company Law Appellate Tribunal,disposal_rate,0.7857,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/nclat.yaml,,CentralTribunal,NCLAT
nclat,National Company Law Appellate Tribunal,disposed_last_year,2200,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/nclat.yaml,,CentralTribunal,NCLAT
nclat,National Company Law Appellate Tribunal,filed_last_year,2800,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/nclat.yaml,,CentralTribunal,NCLAT
nclat,National Company Law Appellate Tribunal,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/nclat.yaml,,CentralTribunal,NCLAT
nclat,National Company Law Appellate Tribunal,pending_cases,4200,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/nclat.yaml,,CentralTribunal,NCLAT
nclt,National Company Law Tribunal,avg_disposal_days,547,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/nclt.yaml,https://nclt.gov.in/,CentralTribunal,NCLT
nclt,National Company Law Tribunal,disposal_rate,0.7778,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/nclt.yaml,https://nclt.gov.in/,CentralTribunal,NCLT
nclt,National Company Law Tribunal,disposed_last_year,14000,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/nclt.yaml,https://nclt.gov.in/,CentralTribunal,NCLT
nclt,National Company Law Tribunal,filed_last_year,18000,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/nclt.yaml,https://nclt.gov.in/,CentralTribunal,NCLT
nclt,National Company Law Tribunal,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/nclt.yaml,https://nclt.gov.in/,CentralTribunal,NCLT
nclt,National Company Law Tribunal,pending_cases,45000,contaminated (homepage / 42-ladder / round-thousand),20484,stored contaminated → corrected_false (null); replacement is single-rater → suggested/,Y,disagree_period,one rater replaces from a later-period primary; the other keeps the stored snapshot as UNSOURCED (period_mismatch),/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/nclt.yaml,https://nclt.gov.in/,CentralTribunal,NCLT
ngt,National Green Tribunal,disposal_rate,0.9813,sourced (document URL; keep for its period),0.739,stored looks primary-sourced for its period — keep current; newer figure → suggested/ (superseded_newer_period if expert agrees),N,disagree_period,one rater replaces from a later-period primary; the other keeps the stored snapshot as UNSOURCED (period_mismatch),/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/ngt.yaml,https://www.greentribunal.gov.in/bench-wise-institution-disposal-and-pendency-cases-ngt-principal-bench-and-all-zonal-benches,CentralTribunal,NGT
ngt,National Green Tribunal,disposed_last_year,1937,sourced (document URL; keep for its period),3936,stored looks primary-sourced for its period — keep current; newer figure → suggested/ (superseded_newer_period if expert agrees),N,disagree_period,one rater replaces from a later-period primary; the other keeps the stored snapshot as UNSOURCED (period_mismatch),/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/ngt.yaml,https://www.greentribunal.gov.in/bench-wise-institution-disposal-and-pendency-cases-ngt-principal-bench-and-all-zonal-benches,CentralTribunal,NGT
ngt,National Green Tribunal,filed_last_year,1976,sourced (document URL; keep for its period),5326,stored looks primary-sourced for its period — keep current; newer figure → suggested/ (superseded_newer_period if expert agrees),N,disagree_period,one rater replaces from a later-period primary; the other keeps the stored snapshot as UNSOURCED (period_mismatch),/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/ngt.yaml,https://www.greentribunal.gov.in/bench-wise-institution-disposal-and-pendency-cases-ngt-principal-bench-and-all-zonal-benches,CentralTribunal,NGT
ngt,National Green Tribunal,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/ngt.yaml,https://www.greentribunal.gov.in/bench-wise-institution-disposal-and-pendency-cases-ngt-principal-bench-and-all-zonal-benches,CentralTribunal,NGT
ngt,National Green Tribunal,pending_cases,5698,sourced (document URL; keep for its period),5890,stored looks primary-sourced for its period — keep current; newer figure → suggested/ (superseded_newer_period if expert agrees),N,disagree_period,one rater replaces from a later-period primary; the other keeps the stored snapshot as UNSOURCED (period_mismatch),/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/ngt.yaml,https://www.greentribunal.gov.in/bench-wise-institution-disposal-and-pendency-cases-ngt-principal-bench-and-all-zonal-benches,CentralTribunal,NGT
py_cdrc,Puducherry Consumer Disputes Redressal Commission,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/py/py_cdrc.yaml,,ConsumerCommission,
py_slsa,Puducherry State Legal Services Authority,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/py/py_slsa.yaml,,ADRBody,
sat,Securities Appellate Tribunal,avg_disposal_days,365,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/sat.yaml,https://satweb.sat.gov.in/,CentralTribunal,SAT
sat,Securities Appellate Tribunal,disposal_rate,0.9079,contaminated (42-ladder + homepage),0.7529,SAT FY25-26 — both raters re-derived SEBI AR; stored is fabricated → corrected_false + promote,Y,disagree_period,one rater replaces from a later-period primary; the other keeps the stored snapshot as UNSOURCED (period_mismatch),/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/sat.yaml,https://satweb.sat.gov.in/,CentralTribunal,SAT
sat,Securities Appellate Tribunal,disposed_last_year,345,contaminated (42-ladder + homepage),323,SAT FY25-26 — both raters re-derived SEBI AR; stored is fabricated → corrected_false + promote,Y,disagree_period,one rater replaces from a later-period primary; the other keeps the stored snapshot as UNSOURCED (period_mismatch),/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/sat.yaml,https://satweb.sat.gov.in/,CentralTribunal,SAT
sat,Securities Appellate Tribunal,filed_last_year,380,contaminated (42-ladder + homepage),429,SAT FY25-26 — both raters re-derived SEBI AR; stored is fabricated → corrected_false + promote,Y,disagree_period,one rater replaces from a later-period primary; the other keeps the stored snapshot as UNSOURCED (period_mismatch),/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/sat.yaml,https://satweb.sat.gov.in/,CentralTribunal,SAT
sat,Securities Appellate Tribunal,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/sat.yaml,https://satweb.sat.gov.in/,CentralTribunal,SAT
sat,Securities Appellate Tribunal,pending_cases,420,contaminated (42-ladder + homepage),1066,SAT FY25-26 — both raters re-derived SEBI AR; stored is fabricated → corrected_false + promote,Y,disagree_period,one rater replaces from a later-period primary; the other keeps the stored snapshot as UNSOURCED (period_mismatch),/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/sat.yaml,https://satweb.sat.gov.in/,CentralTribunal,SAT
sebi,Securities and Exchange Board of India,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/sebi.yaml,,RegulatoryBodyQJ,SEBI
tdsat,Telecom Disputes Settlement and Appellate Tribunal,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/tdsat.yaml,,CentralTribunal,TDSAT
tn_cdrc_chennai,Chennai District Consumer Forum,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/tn/tn_cdrc_chennai.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
tn_cdrc_chennai,Chennai District Consumer Forum,pending_cases,18000,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/tn/tn_cdrc_chennai.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
tn_rera,Tamil Nadu Real Estate Regulatory Authority,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/tn/tn_rera.yaml,,RegulatoryBodyQJ,
tn_slsa,Tamil Nadu State Legal Services Authority,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/tn/tn_slsa.yaml,,ADRBody,TNSLSA
tn_state_cdrc,Tamil Nadu State Consumer Disputes Redressal Commission,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/tn/tn_state_cdrc.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
tn_state_cdrc,Tamil Nadu State Consumer Disputes Redressal Commission,pending_cases,28000,contaminated (homepage / 42-ladder / round-thousand),12445,expert-pending — rater split; no auto-write,N,disagree_verdict,verdicts differ: prajna=REFUTE agriya=UNSOURCED,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/tn/tn_state_cdrc.yaml,https://consumerhelpline.gov.in/,ConsumerCommission,
tnerc,Tamil Nadu Electricity Regulatory Commission (TNERC),avg_disposal_days,730,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/tn/tnerc.yaml,,RegulatoryBodyQJ,
tnerc,Tamil Nadu Electricity Regulatory Commission (TNERC),disposal_rate,0.875,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/tn/tnerc.yaml,,RegulatoryBodyQJ,
tnerc,Tamil Nadu Electricity Regulatory Commission (TNERC),disposed_last_year,420,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/tn/tnerc.yaml,,RegulatoryBodyQJ,
tnerc,Tamil Nadu Electricity Regulatory Commission (TNERC),filed_last_year,480,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/tn/tnerc.yaml,,RegulatoryBodyQJ,
tnerc,Tamil Nadu Electricity Regulatory Commission (TNERC),njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/tn/tnerc.yaml,,RegulatoryBodyQJ,
tnerc,Tamil Nadu Electricity Regulatory Commission (TNERC),pending_cases,1200,contaminated (homepage / 42-ladder / round-thousand),,gap — both UNSOURCED; no canon change,N,agree_unsourced,both raters found no matching-period primary,/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/states/tn/tnerc.yaml,,RegulatoryBodyQJ,
trai,Telecom Regulatory Authority of India,njdg_source_stamp,present,NJDG stamp on a non-eCourts body,absent,source_corrected — strip NJDG,Y,agree_refute_njdg,"both raters recommend stripping the NJDG source stamp (REFUTE, njdg_stamp_valid=FALSE, or explicit strip note)",/Users/user/Documents/repo/jem/.worktrees/integrate-consensus/jem/data/entities/_generated/backbone/trai.yaml,,RegulatoryBodyQJ,TRAI
