entity_id,type,field,current_value,current_source_type,current_source_url,verdict,verified_value,verified_as_of,source_class,source_title,source_url,table_or_section,verbatim_excerpt,primary_count,independent_secondary_count,confidence_tier,njdg_stamp_valid,anomaly_flags,notes
cci,RegulatoryBodyQJ,disposal_rate,0.8534,AnnualReport,,REFUTE,0.9064,2025 (calendar year),Parliamentary_Answer,"PIB Release 2225431 (Ministry of Corporate Affairs, 09.02.2026)",https://www.pib.gov.in/PressReleasePage.aspx?PRID=2225431,derived: 184 disposed / 203 received (CY2025),derived from PIB CY2025 totals,1,1,partial_approaching_complete,,"empty-url, stored-rate",stored 0.8534 == 495/580 (stored-rate flag) but != recomputed 184/203=0.9064 from PIB CY2025. Verified value derived.
cci,RegulatoryBodyQJ,avg_disposal_days,547,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,empty-url,no primary contains average disposal days for CCI. Recommend withdraw.
cci,RegulatoryBodyQJ,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: CCI is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
mh_rera,RegulatoryBodyQJ,pending_cases,42000,AnnualReport,https://maharera.maharashtra.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"42-ladder, homepage-url, round-thousand","stored 42,000 is a 42-ladder value; no primary pendency figure retrieved. Recommend withdraw."
mh_rera,RegulatoryBodyQJ,filed_last_year,28000,AnnualReport,https://maharera.maharashtra.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,"stored 28,000 implausible vs MahaRERA's reported annual complaint volumes (~4-8k/yr); no primary retrieved. Recommend withdraw."
mh_rera,RegulatoryBodyQJ,disposed_last_year,24000,AnnualReport,https://maharera.maharashtra.gov.in/,UNSOURCED,,,,,,,,0,2,UNSOURCED,,homepage-url,"stored 24,000 implausible: MahaRERA year-end statement reported by HT (Dec 2025): 'resolves 6,045 complaints in 2025, disposal rate jumps to 137%'; ET Realty separately reports ~6,945 complaints resolved in a year. Both secondary (no MahaRERA AR PDF retrieved); recommend withdraw and re-source from MahaRERA annual report."
mh_rera,RegulatoryBodyQJ,disposal_rate,0.8571,AnnualReport,https://maharera.maharashtra.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, stored-rate",stored 0.8571 == 24000/28000 (stored-rate flag) but both unverified; MahaRERA statement reports 137% for CY2025 (secondary). Recommend withdraw.
mh_rera,RegulatoryBodyQJ,avg_disposal_days,365,AnnualReport,https://maharera.maharashtra.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"365-day, homepage-url",365-day anomaly flag; no primary contains average disposal days for MahaRERA. Recommend withdraw.
mh_rera,RegulatoryBodyQJ,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: MahaRERA is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
ka_rera,RegulatoryBodyQJ,pending_cases,18000,AnnualReport,https://rera.karnataka.gov.in/,UNSOURCED,,,,,,,,0,1,UNSOURCED,,"homepage-url, round-thousand","stored 18,000 unverifiable; no primary pendency figure retrieved. TOI (Dec 2025) secondary: 12,772 total complaints with Karnataka RERA (cumulative, not pendency). Recommend withdraw."
ka_rera,RegulatoryBodyQJ,filed_last_year,7500,AnnualReport,https://rera.karnataka.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no accessible primary with K-RERA complaints filed for the claim period; K-RERA AR not retrieved. Recommend withdraw.
ka_rera,RegulatoryBodyQJ,disposed_last_year,6200,AnnualReport,https://rera.karnataka.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no accessible primary with K-RERA complaints disposed. Recommend withdraw.
ka_rera,RegulatoryBodyQJ,disposal_rate,0.8267,AnnualReport,https://rera.karnataka.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, stored-rate",stored 0.8267 == 6200/7500 (stored-rate flag) but both unverified. Recommend withdraw.
ka_rera,RegulatoryBodyQJ,avg_disposal_days,547,AnnualReport,https://rera.karnataka.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary contains average disposal days for K-RERA. Recommend withdraw.
ka_rera,RegulatoryBodyQJ,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: K-RERA is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
merc,RegulatoryBodyQJ,pending_cases,1450,AnnualReport,https://merc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary retrieved containing MERC case pendency for the claim period. MERC Annual Administration Report 2024-25 downloaded (merc.gov.in) but is scanned image-only (no text layer; OCR unavailable). Recommend withdraw.
merc,RegulatoryBodyQJ,filed_last_year,620,AnnualReport,https://merc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary retrieved with MERC cases filed; AR 2024-25 image-only. Recommend withdraw.
merc,RegulatoryBodyQJ,disposed_last_year,540,AnnualReport,https://merc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary retrieved with MERC cases disposed. Recommend withdraw.
merc,RegulatoryBodyQJ,disposal_rate,0.871,AnnualReport,https://merc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, stored-rate",stored 0.871 == 540/620 (stored-rate flag) but both unverified. Recommend withdraw.
merc,RegulatoryBodyQJ,avg_disposal_days,730,AnnualReport,https://merc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary contains average disposal days for MERC. Recommend withdraw.
merc,RegulatoryBodyQJ,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: MERC is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
kerc,RegulatoryBodyQJ,pending_cases,1100,AnnualReport,https://kerc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary retrieved; kerc.gov.in unreachable from this environment at run time; KERC AR not retrieved. Recommend withdraw.
kerc,RegulatoryBodyQJ,filed_last_year,460,AnnualReport,https://kerc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no accessible primary with KERC petitions filed. Recommend withdraw.
kerc,RegulatoryBodyQJ,disposed_last_year,398,AnnualReport,https://kerc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no accessible primary with KERC petitions disposed. Recommend withdraw.
kerc,RegulatoryBodyQJ,disposal_rate,0.8652,AnnualReport,https://kerc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, stored-rate",stored 0.8652 == 398/460 (stored-rate flag) but both unverified. Recommend withdraw.
kerc,RegulatoryBodyQJ,avg_disposal_days,730,AnnualReport,https://kerc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary contains average disposal days for KERC. Recommend withdraw.
kerc,RegulatoryBodyQJ,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: KERC is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
derc,RegulatoryBodyQJ,pending_cases,980,AnnualReport,https://derc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary retrieved; DERC public AR listing ends at 2022-23 (no 2024-25 AR found). Recommend withdraw.
derc,RegulatoryBodyQJ,filed_last_year,380,AnnualReport,https://derc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no accessible primary with DERC cases filed. Recommend withdraw.
derc,RegulatoryBodyQJ,disposed_last_year,330,AnnualReport,https://derc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no accessible primary with DERC cases disposed. Recommend withdraw.
derc,RegulatoryBodyQJ,disposal_rate,0.8684,AnnualReport,https://derc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, stored-rate",stored 0.8684 == 330/380 (stored-rate flag) but both unverified. Recommend withdraw.
derc,RegulatoryBodyQJ,avg_disposal_days,730,AnnualReport,https://derc.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary contains average disposal days for DERC. Recommend withdraw.
derc,RegulatoryBodyQJ,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: DERC is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
tnerc,RegulatoryBodyQJ,pending_cases,1200,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,empty-url,no primary retrieved; tnerc.gov.in timed out from this environment; TNERC AR not retrieved. Recommend withdraw.
tnerc,RegulatoryBodyQJ,filed_last_year,480,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,empty-url,no accessible primary with TNERC petitions filed. Recommend withdraw.
tnerc,RegulatoryBodyQJ,disposed_last_year,420,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"42-ladder, empty-url",no accessible primary with TNERC petitions disposed. Recommend withdraw.
tnerc,RegulatoryBodyQJ,disposal_rate,0.875,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"empty-url, stored-rate",stored 0.875 == 420/480 (stored-rate flag) but both unverified. Recommend withdraw.
tnerc,RegulatoryBodyQJ,avg_disposal_days,730,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,empty-url,no primary contains average disposal days for TNERC. Recommend withdraw.
tnerc,RegulatoryBodyQJ,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: TNERC is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
dl_state_cdrc,ConsumerCommission,pending_cases,24000,DoJ_Report,https://consumerhelpline.gov.in/,REFUTE,23970,2026-03-10 (since inception),Parliamentary_Answer,"RS SQ 182 (Ministry of Consumer Affairs, 10.03.2026)",https://sansad.in/getFile/annex/270/AS182_e6D66y.pdf?source=pqars,Annexure II of RS Starred Question 182 (10.03.2026) — state-wise Filed/Disposed/Pending for State Consumer Disputes Redressal Commissions (since inception),"'MAHARASHTRA 396372 310903 85469', 'DELHI 100465 76495 23970', 'KARNATAKA 261128 241168 19960', 'TAMIL NADU 84599 72154 12445'",1,0,verified,,"homepage-url, round-thousand",stored 24000 != primary Delhi SCDRC pending 23970 since-inception pendency as per RS SQ 182 (10.03.2026); stored data_as_of 2024-12-01. Yearly state-level filed/disposed not published in this answer; recommend re-source from CONFONET/e-Jagriti dashboards.
dl_state_cdrc,ConsumerCommission,filed_last_year,6200,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,"no state-level yearly primary retrieved (RS SQ 182 gives cumulative); stored 6,200 unverified. Recommend withdraw."
dl_state_cdrc,ConsumerCommission,disposed_last_year,5400,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,"no state-level yearly primary retrieved; stored 5,400 unverified. Recommend withdraw."
dl_state_cdrc,ConsumerCommission,disposal_rate,0.871,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, stored-rate",stored 0.871 == 5400/6200 (stored-rate flag) but both unverified. Recommend withdraw.
dl_state_cdrc,ConsumerCommission,avg_disposal_days,730,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary contains average disposal days for Delhi SCDRC. Recommend withdraw.
dl_state_cdrc,ConsumerCommission,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
ka_state_cdrc,ConsumerCommission,pending_cases,20000,DoJ_Report,https://consumerhelpline.gov.in/,REFUTE,19960,2026-03-10 (since inception),Parliamentary_Answer,"RS SQ 182 (Ministry of Consumer Affairs, 10.03.2026)",https://sansad.in/getFile/annex/270/AS182_e6D66y.pdf?source=pqars,Annexure II of RS Starred Question 182 (10.03.2026) — state-wise Filed/Disposed/Pending for State Consumer Disputes Redressal Commissions (since inception),"'MAHARASHTRA 396372 310903 85469', 'DELHI 100465 76495 23970', 'KARNATAKA 261128 241168 19960', 'TAMIL NADU 84599 72154 12445'",1,0,verified,,"homepage-url, round-thousand",stored 20000 != primary Karnataka SCDRC pending 19960 since-inception pendency as per RS SQ 182 (10.03.2026); stored data_as_of 2024-12-01. Yearly state-level filed/disposed not published in this answer; recommend re-source from CONFONET/e-Jagriti dashboards.
ka_state_cdrc,ConsumerCommission,filed_last_year,5800,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,"no state-level yearly primary retrieved; stored 5,800 unverified. Recommend withdraw."
ka_state_cdrc,ConsumerCommission,disposed_last_year,5100,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,"no state-level yearly primary retrieved; stored 5,100 unverified. Recommend withdraw."
ka_state_cdrc,ConsumerCommission,disposal_rate,0.8793,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, stored-rate",stored 0.8793 == 5100/5800 (stored-rate flag) but both unverified. Recommend withdraw.
ka_state_cdrc,ConsumerCommission,avg_disposal_days,547,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary contains average disposal days for Karnataka SCDRC. Recommend withdraw.
ka_state_cdrc,ConsumerCommission,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
mh_state_cdrc,ConsumerCommission,pending_cases,32000,DoJ_Report,https://consumerhelpline.gov.in/,REFUTE,85469,2026-03-10 (since inception),Parliamentary_Answer,"RS SQ 182 (Ministry of Consumer Affairs, 10.03.2026)",https://sansad.in/getFile/annex/270/AS182_e6D66y.pdf?source=pqars,Annexure II of RS Starred Question 182 (10.03.2026) — state-wise Filed/Disposed/Pending for State Consumer Disputes Redressal Commissions (since inception),"'MAHARASHTRA 396372 310903 85469', 'DELHI 100465 76495 23970', 'KARNATAKA 261128 241168 19960', 'TAMIL NADU 84599 72154 12445'",1,0,verified,,"homepage-url, round-thousand",stored 32000 != primary Maharashtra SCDRC pending 85469 since-inception pendency as per RS SQ 182 (10.03.2026); stored data_as_of 2024-12-01. Yearly state-level filed/disposed not published in this answer; recommend re-source from CONFONET/e-Jagriti dashboards.
mh_state_cdrc,ConsumerCommission,filed_last_year,8500,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,"no state-level yearly primary retrieved (RS SQ 182 cumulative only); stored 8,500 unverified. Recommend withdraw."
mh_state_cdrc,ConsumerCommission,disposed_last_year,7200,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,"no state-level yearly primary retrieved; stored 7,200 unverified. Recommend withdraw."
mh_state_cdrc,ConsumerCommission,disposal_rate,0.8471,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, stored-rate",stored 0.8471 == 7200/8500 (stored-rate flag) but both unverified. Recommend withdraw.
mh_state_cdrc,ConsumerCommission,avg_disposal_days,730,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary contains average disposal days for Maharashtra SCDRC. Recommend withdraw.
mh_state_cdrc,ConsumerCommission,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
tn_state_cdrc,ConsumerCommission,pending_cases,28000,DoJ_Report,https://consumerhelpline.gov.in/,REFUTE,12445,2026-03-10 (since inception),Parliamentary_Answer,"RS SQ 182 (Ministry of Consumer Affairs, 10.03.2026)",https://sansad.in/getFile/annex/270/AS182_e6D66y.pdf?source=pqars,Annexure II of RS Starred Question 182 (10.03.2026) — state-wise Filed/Disposed/Pending for State Consumer Disputes Redressal Commissions (since inception),"'MAHARASHTRA 396372 310903 85469', 'DELHI 100465 76495 23970', 'KARNATAKA 261128 241168 19960', 'TAMIL NADU 84599 72154 12445'",1,0,verified,,"homepage-url, round-thousand",stored 28000 != primary Tamil Nadu SCDRC pending 12445 since-inception pendency as per RS SQ 182 (10.03.2026); stored data_as_of 2024-12-01. Yearly state-level filed/disposed not published in this answer; recommend re-source from CONFONET/e-Jagriti dashboards.
tn_state_cdrc,ConsumerCommission,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
mh_cdrc_mumbai,ConsumerCommission,pending_cases,22000,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, round-thousand",no accessible primary with Mumbai DCDRC pendency; RS SQ 182 gives state-level only. Recommend withdraw.
mh_cdrc_mumbai,ConsumerCommission,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
mh_cdrc_nagpur,ConsumerCommission,pending_cases,9500,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no accessible primary with Nagpur DCDRC pendency. Recommend withdraw.
mh_cdrc_nagpur,ConsumerCommission,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
mh_cdrc_pune,ConsumerCommission,pending_cases,14000,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, round-thousand",no accessible primary with Pune DCDRC pendency. Recommend withdraw.
mh_cdrc_pune,ConsumerCommission,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
ka_cdrc_bengaluru,ConsumerCommission,pending_cases,14000,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, round-thousand",no accessible primary with Bengaluru DCDRC pendency. Recommend withdraw.
ka_cdrc_bengaluru,ConsumerCommission,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
tn_cdrc_chennai,ConsumerCommission,pending_cases,18000,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, round-thousand",no accessible primary with Chennai DCDRC pendency. Recommend withdraw.
tn_cdrc_chennai,ConsumerCommission,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
lok_adalat_generic,ADRBody,disposed_last_year,15000000,AnnualReport,https://nalsa.gov.in/,REFUTE,22383774,2024-12-14 (National Lok Adalat),GoI_Report,NALSA National Lok Adalat Report (14.12.2024),https://nalsa.gov.in/national-lok-adalat-report/,NALSA 'Disposal of National Lok Adalat held on 14.12.2024 (All Types of Cases)' — state-wise pre-litigation + pending cases,"'Grand Total 28470444 22383774 51376730398 725...' (taken up 28,470,444; disposed 22,383,774)",1,0,verified,,homepage-url,"stored 15,000,000 matches no NALSA-published figure for the claimed period (data_as_of 2024-12-01 aligns with the 14.12.2024 National Lok Adalat, whose official disposal = 22,383,774). Conflicts surfaced, not averaged: ANI/Telegraph report 1.5 cr for the 08.03.2025 NLA, but NALSA's own 08.03.2025 report shows 30,910,549 disposed (3.09 cr, matching Bar&Bench 'over 3 crore'); LatestLaws' 1.57 cr also contradicted by the primary. Stored value appears to mirror a wire-reported figure that NALSA's own report refutes. Verified 22,383,774 (14.12.2024 event)."
lok_adalat_generic,ADRBody,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: Lok Adalat is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
